"","x","y","intensity","area","id","color","acronym","right.left","rostral.caudal","anterior.posterior"
"1",709.962,68.29795,2462.5,2462.5,NA,"#000000",NA,277.945098943185,25.8660483637524,295
"2",838.032,68.55665,1782.5,1782.5,NA,"#000000",NA,284.448759999373,34.3703897496992,295
"3",674.2995,81.74885,2447.5,2447.5,NA,"#000000",NA,275.542455868141,24.2599577571972,295
"4",869.813,82.4197,3256.5,3256.5,NA,"#000000",NA,285.461905294948,37.2917514212517,295
"5",594.485,100.9318,2965,2965,NA,"#000000",NA,269.732243288053,18.7882647281868,295
"6",551.027,103.87945,3818.5,3818.5,NA,"#000000",NA,266.297402249815,14.6520308170218,295
"7",891.231,104.6545,1409.5,1409.5,NA,"#000000",NA,285.562953617628,40.2725689833259,295
"8",864.6685,108.6996,1062,1062,NA,"#000000",NA,284.226923266462,38.7535792922871,295
"9",928.34,107.08935,4023,4023,NA,"#000000",NA,287.052039395762,42.2525663083685,295
"10",633.586,111.7163,2812,2812,NA,"#000000",NA,272.295052987382,23.7725374976541,295
"11",762.559,109.5414,1739.5,1739.5,NA,"#000000",NA,279.563248733461,33.2722246815208,295
"12",807.041,108.94065,1786,1786,NA,"#000000",NA,281.563150361517,35.7723476464512,295
"13",907.5015,122.8266,1656.5,1656.5,NA,"#000000",NA,285.555840920943,42.2549621374528,295
"14",744.8195,124.68785,1231,1231,NA,"#000000",NA,278.063322512419,33.2722246815208,295
"15",972.2085,119.35485,2569.5,2569.5,NA,"#000000",NA,288.385212111936,45.1074553587835,295
"16",847.2225,120.0385,2391,2391,NA,"#000000",NA,283.128664842544,38.7918503672858,295
"17",713.5315,129.2534,2633,2633,NA,"#000000",NA,276.293753231944,30.7888395797755,295
"18",788.2,132.6356,1865.5,1865.5,NA,"#000000",NA,280.063224140475,36.2723722394372,295
"19",522.055,136.79045,2806,2806,NA,"#000000",NA,263.064060302002,14.7713147410358,295
"20",819.6355,140.52355,1963.5,1963.5,NA,"#000000",NA,281.136406647315,38.7727467960833,295
"21",844.2635,142.1684,1097,1097,NA,"#000000",NA,282.220520949821,40.0659838830528,295
"22",644.493,143.55845,1667.5,1667.5,NA,"#000000",NA,272.063617628252,27.2719295656878,295
"23",885.1045,140.1143,1907.5,1907.5,NA,"#000000",NA,284.027330461485,42.2382895058701,295
"24",672.8755,146.73625,3387,3387,NA,"#000000",NA,273.563543849294,29.7720525306182,295
"25",487.3553,148.4435,1729.5,1729.5,NA,"#000000",NA,259.314244749398,11.0211302936402,295
"26",613.216,145.1505,3096,3096,NA,"#000000",NA,270.063716000197,24.7718066007574,295
"27",799.604,160.59145,1517.5,1517.5,NA,"#000000",NA,279.574843805264,38.7623714981276,295
"28",568.7385,154.35985,3027.5,3027.5,NA,"#000000",NA,266.824981058435,21.3732799884427,295
"29",758.8295,156.97605,4110.5,4110.5,NA,"#000000",NA,277.943385478673,36.262470753987,295
"30",885.0155,163.28705,1947.5,1947.5,10,"#e31a1c","OT",283.213984988384,43.4669426913701,295
"31",593.125,164.87755,392,392,NA,"#000000",NA,268.327201016281,24.8768340721985,295
"32",717.938,167.80685,3365.5,3365.5,NA,"#000000",NA,275.56344547735,34.772298460479,295
"33",842.911,172.50675,3470.5,3470.5,10,"#e31a1c","OT",281.131124348049,42.2851052946632,295
"34",950.1905,167.1089,3718.5,3718.5,10,"#e31a1c","OT",285.818769215516,47.1589502195972,295
"35",616.2125,176.9105,1321,1321,NA,"#000000",NA,269.424284219008,27.7770398389202,295
"36",509.234,176.2352,3486.5,3486.5,NA,"#000000",NA,261.56413408096,17.2714377059662,295
"37",586.7035,183.9807,1671,1671,NA,"#000000",NA,267.563838965127,26.2718803797156,295
"38",957.532,197.7687,2084,2084,10,"#e31a1c","OT",284.98526256803,49.7467125985597,295
"39",475.21805,194.0546,4008,4008,NA,"#000000",NA,257.397672355844,13.7712655550636,295
"40",879.4735,193.9779,2012.5,2012.5,10,"#e31a1c","OT",281.924217190613,45.5189965332596,295
"41",781.6835,191.54355,3248,3248,10,"#e31a1c","OT",277.782183221882,39.7726828570707,295
"42",554.273,200.42045,2043,2043,NA,"#000000",NA,264.566133500498,23.876301656089,295
"43",583.717,203.1237,1368.5,1368.5,NA,"#000000",NA,266.783539541417,27.1403521625793,295
"44",923.589,207.1924,1959.5,1959.5,10,"#e31a1c","OT",283.402021250964,48.7469489227728,295
"45",638.9615,206.98735,1817.5,1817.5,NA,"#000000",NA,270.063716000197,31.7721509025625,295
"46",838.5995,210.7896,4494.5,4494.5,10,"#e31a1c","OT",279.578254667631,44.2481770901479,295
"47",795.288,216.9593,1518,1518,10,"#e31a1c","OT",277.717376060348,42.2779253084629,295
"48",605.961,215.9425,1574.5,1574.5,NA,"#000000",NA,267.856764840272,29.7438787276549,295
"49",528.0085,217.4366,2547.5,2547.5,NA,"#000000",NA,262.211161039649,22.7717082974192,295
"50",339.61965,225.12565,1888.5,1888.5,NA,"#000000",NA,84.5728399980326,-155.237046874232,295
"51",751.278,218.56645,3938.5,3938.5,10,"#e31a1c","OT",275.56344547735,40.2725689833259,295
"52",644.6675,232.50115,2352,2352,10,"#e31a1c","OT",269.544392724273,33.7752436655654,295
"53",716.2675,233.65275,3918,3918,10,"#e31a1c","OT",273.281366036722,38.7716013396115,295
"54",573.2805,231.86665,1425,1425,NA,"#000000",NA,265.286688487428,28.2761177656053,295
"55",899.301,229.48275,3840.5,3840.5,10,"#e31a1c","OT",281.5789082522,48.7461989860065,295
"56",547.126,243.3543,2302.5,2302.5,NA,"#000000",NA,263.067123838041,26.877926683873,295
"57",857.9715,248.28985,3865,3865,10,"#e31a1c","OT",279.303023601391,47.7470680639206,295
"58",594.4145,241.25665,1297.5,1297.5,10,"#e31a1c","OT",266.417454604166,30.7739358961441,295
"59",973.9255,242.63615,2813,2813,10,"#e31a1c","OT",284.063027396587,53.7732329939501,295
"60",938.149,244.3283,1440,1440,10,"#e31a1c","OT",282.56414108085,51.7553103644737,295
"61",797.6045,242.85495,1582,1582,10,"#e31a1c","OT",276.753509931132,44.1476638899532,295
"62",668.714,252.86485,2129,2129,10,"#e31a1c","OT",270.333877043893,37.1060111707355,295
"63",914.3565,260.7988,1431.5,1431.5,10,"#e31a1c","OT",281.183455591258,51.509566588799,295
"64",366.16755,258.35655,1431,1431,NA,"#000000",NA,106.571757906645,-138.236210712705,295
"65",580.899,264.4473,1442.5,1442.5,10,"#e31a1c","OT",265.063961930058,31.7721509025625,295
"66",496.1158,261.5671,3061.5,3061.5,NA,"#000000",NA,258.564281638877,23.2717328217991,295
"67",532.571,266.2755,1538,1538,NA,"#000000",NA,261.353922980924,27.0867495616926,295
"68",900.534,273.76105,1515,1515,10,"#e31a1c","OT",280.047795638567,51.4827729872816,295
"69",799.387,277.1569,4498,4498,10,"#e31a1c","OT",275.778528768305,46.19720582443,295
"70",971.5315,275.8129,1393.5,1393.5,10,"#e31a1c","OT",282.821093300209,54.9831247036833,295
"71",880.3655,283.77695,1878.5,1878.5,10,"#e31a1c","OT",279.026719937421,51.2491986995785,295
"72",442.98005,286.63935,3359,3359,NA,"#000000",NA,204.066962274359,-46.7317101962521,295
"73",613.7095,279.57435,4111,4111,10,"#e31a1c","OT",266.563888151099,35.2723230534651,295
"74",648.517,289.249,2101.5,2101.5,10,"#e31a1c","OT",268.153772480327,38.3836856261702,295
"75",990.4955,287.98285,1137.5,1137.5,10,"#e31a1c","OT",283.127547515725,56.69241607972,295
"76",836.825,295.30275,2658,2658,10,"#e31a1c","OT",276.79598786242,49.5209209803507,295
"77",953.409,293.81185,2070,2070,10,"#e31a1c","OT",281.563150361517,55.7733313658944,295
"78",679.585,295.1367,3763.5,3763.5,10,"#e31a1c","OT",269.550590494043,40.2727084979899,295
"79",380.50505,300.38735,1738,1738,NA,"#000000",NA,121.071044710049,-124.235522109095,295
"80",407.2205,310.066,2356,2356,NA,"#000000",NA,244.064994835473,9.2710442181889,295
"81",552.777,310.48495,1644.5,1644.5,10,"#e31a1c","OT",261.919400523815,32.2943178258099,295
"82",807.306,326.135,3730,3730,10,"#e31a1c","OT",274.53911738989,49.4872850088582,295
"83",950.208,319.11545,1791,1791,10,"#e31a1c","OT",280.563199547489,56.7733805518665,295
"84",352.8034,321.6368,1577,1577,NA,"#000000",NA,104.571856278589,-133.235964782844,295
"85",890.3195,328.1098,5279,5279,10,"#e31a1c","OT",277.961386631282,54.2475024886102,295
"86",533.037,328.78765,1969.5,1969.5,10,"#e31a1c","OT",260.045294979487,31.8792249796863,295
"87",926.017,327.16425,2249.5,2249.5,10,"#e31a1c","OT",279.241375927072,55.7376772212362,295
"88",774.626,327.84535,3193,3193,10,"#e31a1c","OT",273.108864831325,48.2727035484304,295
"89",581.2205,327.33255,2047,2047,10,"#e31a1c","OT",263.148856628477,35.8864769611643,295
"90",613.924,328.5853,2412,2412,10,"#e31a1c","OT",265.063961930058,38.2724706113816,295
"91",847.919,334.15515,2744,2744,10,"#e31a1c","OT",275.967428953204,52.2596395809141,295
"92",747.715,336.34665,1162.5,1162.5,10,"#e31a1c","OT",271.563642221239,47.272913285131,295
"93",977.269,338.69585,1774.5,1774.5,10,"#e31a1c","OT",281.063174954503,59.2735035167969,295
"94",686.8185,350.7796,2161,2161,10,"#e31a1c","OT",268.365794120406,44.2727672344367,295
"95",712.313,350.2415,896.5,896.5,10,"#e31a1c","OT",269.563740593183,46.2728640991588,295
"96",321.1373,356.1729,2584,2584,NA,"#000000",NA,89.5725940681718,-139.236259898677,295
"97",548.398,360.19285,3054,3054,10,"#e31a1c","OT",260.064207859918,35.2723230534651,295
"98",734.302,363.70515,2782,2782,10,"#e31a1c","OT",270.078136347897,47.7707630869402,295
"99",418.44575,363.74525,4477.5,4477.5,NA,"#000000",NA,247.064847277556,19.2715360779105,295
"100",391.40885,368.4623,1769.5,1769.5,NA,"#000000",NA,131.070552850327,-109.734808912498,295
"101",509.97,370.9092,2759.5,2759.5,10,"#e31a1c","OT",257.064355417835,32.7722000885347,295
"102",870.0565,375.64915,1837,1837,10,"#e31a1c","OT",275.453272609761,55.4385008635262,295
"103",365.31095,370.4805,1218,1218,NA,"#000000",NA,115.571315232896,-120.735349958192,295
"104",342.25265,373.9808,1171.5,1171.5,NA,"#000000",NA,104.071880871575,-128.235718852983,295
"105",903.377,380.3452,3954,3954,10,"#e31a1c","OT",276.627771900112,57.7468245884942,295
"106",831.8595,380.4437,1949.5,1949.5,10,"#e31a1c","OT",273.752184548119,53.6975538613042,295
"107",479.76045,383.8306,1433,1433,10,"#e31a1c","OT",254.564478382765,30.7721017165904,295
"108",696.2125,390.84005,4556,4556,10,"#e31a1c","OT",267.508379088129,47.0272683876353,295
"109",401.63115,402.8705,2264.5,2264.5,NA,"#000000",NA,243.065044021445,18.2714868919383,295
"110",363.0608,402.24845,3363,3363,NA,"#000000",NA,116.07129063991,-117.235177807289,295
"111",750.7065,398.0131,3073.5,3073.5,10,"#e31a1c","OT",269.776754094831,50.2627258511108,295
"112",322.0443,394.05465,1473,1473,NA,"#000000",NA,92.5724465102553,-133.73598937583,295
"113",239.4461,402.1797,3298.5,3298.5,NA,"#000000",NA,48.5746106930304,-156.73712065319,295
"114",785.3305,404.46315,2199,2199,10,"#e31a1c","OT",271.046790808686,52.7582675998247,295
"115",295.1559,405.68225,2093,2093,NA,"#000000",NA,78.5731351138655,-140.736333677635,295
"116",335.35695,416.4491,938.5,938.5,NA,"#000000",NA,101.072028429492,-126.235620481039,295
"117",636.6725,414.6929,1480,1480,10,"#e31a1c","OT",263.713527175799,44.7755936772804,295
"118",611.8455,409.5931,2593.5,2593.5,10,"#e31a1c","OT",262.564084894988,43.2727165412424,295
"119",663.5715,418.4,2827,2827,10,"#e31a1c","OT",264.891253218325,46.5174782987915,295
"120",771.5085,424.74095,1090.5,1090.5,10,"#e31a1c","OT",269.88507538749,53.2475035420442,295
"121",520.195,416.61,1902,1902,10,"#e31a1c","OT",256.564380010821,36.2723722394372,295
"122",319.57515,425.0682,1154.5,1154.5,NA,"#000000",NA,94.072372731297,-129.735792631941,295
"123",891.6835,427.16665,3330,3330,10,"#e31a1c","OT",274.563494663322,59.773528109783,295
"124",472.55595,431.36515,2260,2260,10,"#e31a1c","OT",252.064601347696,32.3832920717677,295
"125",529.0705,439.3072,2112.5,2112.5,10,"#e31a1c","OT",256.370154746849,38.2803419555449,295
"126",582.922,433.4665,3811,3811,10,"#e31a1c","OT",260.105872147123,42.3740071292912,295
"127",838.075,424.11845,7126.5,7126.5,10,"#e31a1c","OT",272.621474127811,56.4789643668225,295
"128",305.0669,442.93435,1798,1798,NA,"#000000",NA,88.5726432541439,-131.2358664109,295
"129",963.87,443.44305,2753,2753,10,"#e31a1c","OT",276.911683525582,63.4740397565314,295
"130",396.7739,450.7609,2793,2793,NA,"#000000",NA,239.065240765334,17.7714622989523,295
"131",781.5445,453.7857,1814,1814,10,"#e31a1c","OT",269.298924358843,54.829857189763,295
"132",691.5645,455.6154,2959.5,2959.5,10,"#e31a1c","OT",265.046354864746,50.2734266953912,295
"133",552.888,464.0038,1975.5,1975.5,10,"#e31a1c","OT",257.357291920969,41.5941251330116,295
"134",438.19455,467.82095,4386,4386,10,"#e31a1c","OT",213.06651960061,-14.730136245143,295
"135",655.0675,464.36665,2752,2752,10,"#e31a1c","OT",263.094467083013,48.751729142826,295
"136",503.472,467.6713,2205.5,2205.5,10,"#e31a1c","OT",253.795981980832,37.8570627647419,295
"137",744.995,469.6478,5280,5280,10,"#e31a1c","OT",267.196418511774,53.7673778571817,295
"138",374.7047,471.84445,1282.5,1282.5,NA,"#000000",NA,124.570872559146,-104.234538389651,295
"139",326.3961,472.3803,2657,2657,NA,"#000000",NA,99.5721022084502,-121.735399144164,295
"140",859.251,471.4934,3335,3335,10,"#e31a1c","OT",271.943817315719,59.8587959209057,295
"141",956.6295,480.0668,2665,2665,10,"#e31a1c","OT",275.414028300505,64.9729163400991,295
"142",904.7395,483.1795,4128,4128,10,"#e31a1c","OT",273.408162284303,62.6117132473886,295
"143",377.68175,492.3269,1154,1154,NA,"#000000",NA,125.570823373174,-101.234390831735,295
"144",981.342,494.5947,2574,2574,10,"#e31a1c","OT",275.96501048978,66.7125719986564,295
"145",520.884,499.1145,3517,3517,10,"#e31a1c","OT",254.064502975751,41.272618169298,295
"146",318.7569,502.8515,2681,2681,NA,"#000000",NA,98.0721759874084,-119.73530077222,295
"147",801.5335,494.49165,2932.5,2932.5,10,"#e31a1c","OT",268.965041141427,58.1803547687306,295
"148",744.9155,511.6575,2014,2014,10,"#e31a1c","OT",265.712931564219,55.7704173311587,295
"149",490.6052,512.597,1953.5,1953.5,10,"#e31a1c","OT",251.314508565231,38.8781793743675,295
"150",396.6832,515.63,3624,3624,NA,"#000000",NA,236.565363730264,21.2716344498548,295
"151",869.628,506.5445,1823.5,1823.5,10,"#e31a1c","OT",271.175795261107,62.014138710563,295
"152",707.2705,514.9855,2989.5,2989.5,10,"#e31a1c","OT",263.89524545744,54.0165472499491,295
"153",827.7165,514.092,3287,3287,10,"#e31a1c","OT",269.223264381013,60.1393029774335,295
"154",588.376,514.3405,2194,2194,10,"#e31a1c","OT",257.819404307982,46.8737986924391,295
"155",556.501,521.1935,3177,3177,10,"#e31a1c","OT",255.597298974184,44.8953598387171,295
"156",965.778,531.6605,3915,3915,10,"#e31a1c","OT",274.064019228492,67.7540514167899,295
"157",850.9395,532.529,2560.5,2560.5,10,"#e31a1c","OT",269.59784784982,62.1947710250909,295
"158",923.1375,526.96,4044,4044,10,"#e31a1c","OT",272.531856502051,65.425511909524,295
"159",621.348,526.796,3095,3095,10,"#e31a1c","OT",259.341895981736,49.7238441593541,295
"160",724.85,539.216,1668.5,1668.5,10,"#e31a1c","OT",263.968703299066,56.1967281980659,295
"161",519.5905,539.629,2166,2166,10,"#e31a1c","OT",252.348027563797,42.5469948149615,295
"162",395.7599,554.1335,2909,2909,NA,"#000000",NA,134.070405292411,-88.7337760070829,295
"163",895.337,549.514,3502.5,3502.5,10,"#e31a1c","OT",270.828858410467,65.1408463375779,295
"164",481.38015,547.63,2489,2489,10,"#e31a1c","OT",245.824167563855,35.221394622698,295
"165",437.6115,545.3755,2327,2327,10,"#e31a1c","OT",245.064945649501,34.772298460479,295
"166",788.712,540.028,3629.5,3629.5,10,"#e31a1c","OT",266.676944567551,59.5151405870269,295
"167",864.6075,558.3235,1154,1154,10,"#e31a1c","OT",269.28739538402,64.0137114171468,295
"168",512.602,565.922,1972.5,1972.5,10,"#e31a1c","OT",251.080844044472,43.4156994953347,295
"169",460.05135,559.678,1159,1159,10,"#e31a1c","OT",207.066814716443,-12.7300378731986,295
"170",820.4965,562.0425,1645,1645,10,"#e31a1c","OT",267.454041531647,62.2637795560789,295
"171",571.6035,572.2565,4180.5,4180.5,10,"#e31a1c","OT",254.935586207757,48.2779526222286,295
"172",769.317,568.1915,3166.5,3166.5,10,"#e31a1c","OT",265.063961930058,60.2735527027691,295
"173",435.71615,582.88,3695.5,3695.5,10,"#e31a1c","OT",243.065044021445,35.7723476464512,295
"174",796.4135,584.5785,1309,1309,10,"#e31a1c","OT",265.646703205391,62.0100695781634,295
"175",535.3125,579.863,1726.5,1726.5,10,"#e31a1c","OT",252.08135228532,45.9163199153702,295
"176",689.867,577.3465,3052.5,3052.5,10,"#e31a1c","OT",261.134989382096,56.0287220396684,295
"177",489.6941,588.0025,1753,1753,10,"#e31a1c","OT",248.496189766498,42.3060194757557,295
"178",666.616,584.1605,1253.5,1253.5,10,"#e31a1c","OT",259.63947969864,54.8607766252444,295
"179",741.7295,590.449,4495,4495,10,"#e31a1c","OT",263.064060302002,59.773528109783,295
"180",646.4275,593.4485,4101,4101,10,"#e31a1c","OT",258.383236057004,54.0287728733242,295
"181",880.7355,588.4785,3538.5,3538.5,10,"#e31a1c","OT",268.988088418227,66.1623484798926,295
"182",460.3221,598.289,1304,1304,10,"#e31a1c","OT",245.564921056515,39.7725443903398,295
"183",553.385,631.28,3459,3459,10,"#e31a1c","OT",251.565832593798,49.4153019176723,295
"184",600.0325,621.9565,4025,4025,10,"#e31a1c","OT",254.867056846813,52.2952241297086,295
"185",632.689,627.651,1876.5,1876.5,10,"#e31a1c","OT",256.378123722044,54.535122527902,295
"186",665.188,627.546,1422.5,1422.5,10,"#e31a1c","OT",258.155118521931,56.563404504452,295
"187",865.484,628.436,1478.5,1478.5,10,"#e31a1c","OT",267.001950157829,67.1793164310165,295
"188",913.7535,633.8565,3510,3510,10,"#e31a1c","OT",268.566134732259,69.4890524744569,295
"189",774.204,630.3175,4071.5,4071.5,10,"#e31a1c","OT",263.098032597785,62.7305065761722,295
"190",512.508,641.321,2845,2845,10,"#e31a1c","OT",248.103171313609,46.1382325251521,295
"191",944.8385,644.986,2470,2470,10,"#e31a1c","OT",269.461854932777,71.3855087335468,295
"192",694.053,649.1685,2036.5,2036.5,10,"#e31a1c","OT",258.872890921965,59.2913029932942,295
"193",807.421,656.524,4140.5,4140.5,10,"#e31a1c","OT",263.564035709016,65.773823225616,295
"194",842.15,649.3475,1182,1182,10,"#e31a1c","OT",265.226990943729,66.7701997290432,295
"195",875.631,656.762,3027,3027,10,"#e31a1c","OT",266.447572274749,68.7606649672461,295
"196",578.8425,667.1165,4821.5,4821.5,10,"#e31a1c","OT",251.882258028718,52.5067098795552,295
"197",661.089,661.883,3049.5,3049.5,10,"#e31a1c","OT",256.74685005145,57.8165152179773,295
"198",849.399,675.1475,1407.5,1407.5,10,"#e31a1c","OT",264.732538094602,68.2468884526588,295
"199",702.9965,673.999,1654.5,1654.5,10,"#e31a1c","OT",258.386819321832,60.7706767001812,295
"200",987.5095,676.1415,1661.5,1661.5,10,"#e31a1c","OT",270.039152069618,74.467412196443,295
"201",438.74495,679.1155,3652.5,3652.5,10,"#e31a1c","OT",238.56526535832,38.7724952043676,295
"202",499.15705,679.121,2800.5,2800.5,10,"#e31a1c","OT",199.567183611234,-9.72989031528216,295
"203",911.869,682.2685,2345,2345,10,"#e31a1c","OT",266.937625175277,71.5144250736684,295
"204",950.0755,681.2935,2273.5,2273.5,10,"#e31a1c","OT",268.450489334107,73.2581140544012,295
"205",644.338,696.7785,3275,3275,10,"#e31a1c","OT",254.609183214591,58.007406318501,295
"206",780.945,695.7505,3725,3725,10,"#e31a1c","OT",261.112395872507,65.779642433945,295
"207",820.1195,693.1885,1447,1447,10,"#e31a1c","OT",262.777109222194,67.3263669269443,295
"208",882.266,696.46,2403.5,2403.5,10,"#e31a1c","OT",265.208373333256,70.3551117853145,295
"209",534.217,695.3795,3107.5,3107.5,10,"#e31a1c","OT",247.665364845566,50.2107202098942,295
"210",711.259,700.1045,3558,3558,10,"#e31a1c","OT",257.95087331341,62.2044971319227,295
"211",945.8465,709.4625,2125.5,2125.5,10,"#e31a1c","OT",267.307551409925,74.0193415611721,295
"212",452.0456,720.656,3195.5,3195.5,10,"#e31a1c","OT",238.065289951306,41.7726427622841,295
"213",814.2355,732.5955,5126,5126,10,"#e31a1c","OT",261.32812485642,68.6479842879622,295
"214",611.061,730.0165,4703.5,4703.5,10,"#e31a1c","OT",251.511829349201,57.3211324600221,295
"215",698.359,731.5995,3249.5,3249.5,10,"#e31a1c","OT",256.064404603807,62.7736756676995,295
"216",791.2145,759.8525,1529,1529,10,"#e31a1c","OT",259.265482640632,68.3375551743376,295
"217",846.941,763.519,2548,2548,10,"#e31a1c","OT",261.56413408096,71.7741183414489,295
"218",498.73995,761.9955,4697.5,4697.5,10,"#e31a1c","OT",241.565117800403,48.7729870640892,295
"219",882.2465,761.6795,3376.5,3376.5,10,"#e31a1c","OT",262.850329565025,72.757643009849,295
"220",912.1535,768.862,1766.5,1766.5,10,"#e31a1c","OT",263.818436822354,74.6180008051868,295
"221",750.147,773.4165,4055.5,4055.5,10,"#e31a1c","OT",256.908366388419,66.984637626856,295
"222",616.2885,775.738,3871.5,3871.5,10,"#e31a1c","OT",250.06469971964,59.2735035167969,295
"223",813.75,782.5815,1947.5,1947.5,10,"#e31a1c","OT",259.425236859358,70.3977232499803,295
"224",849.4195,791.2985,1745.5,1745.5,10,"#e31a1c","OT",260.565757180874,72.4898100347693,295
"225",476.9304,792.126,2763,2763,10,"#e31a1c","OT",237.065339137278,46.2728640991588,295
"226",919.8735,788.495,1574.5,1574.5,10,"#e31a1c","OT",263.39813790322,75.7705849906348,295
"227",534.242,795.8755,3004.5,3004.5,10,"#e31a1c","OT",243.065044021445,53.273208400964,295
"228",944.104,801.324,3340.5,3340.5,10,"#e31a1c","OT",263.874700107301,77.0100252019528,295
"229",775.606,804.1995,2912.5,2912.5,10,"#e31a1c","OT",256.986700251213,69.226126639939,295
"230",830.397,809.7235,1388,1388,10,"#e31a1c","OT",259.106109190129,72.221923388869,295
"231",634.993,810.136,2628.5,2628.5,10,"#e31a1c","OT",249.651368301891,61.3669368290448,295
"232",808.1385,818.26,1362,1362,10,"#e31a1c","OT",257.906129549415,71.5477065780943,295
"233",667.84,815.1525,2611.5,2611.5,10,"#e31a1c","OT",251.433094444986,63.7433679310099,295
"234",693.9945,820.8705,1131,1131,10,"#e31a1c","OT",252.56457675471,65.773823225616,295
"235",917.033,822.399,775,775,10,"#e31a1c","OT",262.000805405186,76.6569604364852,295
"236",710.933,828.38,1313.5,1313.5,10,"#e31a1c","OT",253.075401157236,66.808161853929,295
"237",955.181,828.351,1086.5,1086.5,10,"#e31a1c","OT",263.154617798291,78.749423998721,295
"238",730.361,830.6595,1241.5,1241.5,10,"#e31a1c","OT",254.064502975751,68.2739461905464,295
"239",904.1025,834.454,1590,1590,10,"#e31a1c","OT",260.973082966166,76.3988130264165,295
"240",756.8095,835.709,2113,2113,10,"#e31a1c","OT",254.969682921565,69.305339659803,295
"241",934.3865,845.013,1825.5,1825.5,10,"#e31a1c","OT",261.879024115695,77.9993062814613,295
"242",617.169,845.7615,3427,3427,10,"#e31a1c","OT",247.114901255415,61.3809762112909,295
"243",878.7495,841.899,2612,2612,10,"#e31a1c","OT",259.812802866382,75.5175471316795,295
"244",965.898,852.5575,2024.5,2024.5,10,"#e31a1c","OT",262.658711973093,79.9355443703791,295
"245",660.437,853.7375,2911,2911,10,"#e31a1c","OT",249.416686307134,64.3475689644104,295
"246",792.0885,852.408,1317.5,1317.5,10,"#e31a1c","OT",255.743133613808,71.3778109648953,295
"247",580.092,854.813,1989.5,1989.5,10,"#e31a1c","OT",242.78767485483,57.1109293447687,295
"248",766.536,862.6725,1955.5,1955.5,10,"#e31a1c","OT",254.386613735699,70.777071083338,295
"249",743.4515,865.7495,1062.5,1062.5,10,"#e31a1c","OT",253.166964145457,69.5599130874351,295
"250",726.3835,865.947,1263.5,1263.5,10,"#e31a1c","OT",252.244590893469,68.4013627557029,295
"251",812.5205,866.8865,2209,2209,10,"#e31a1c","OT",256.183217302337,73.0033078345766,295
"252",886.507,872.917,1848,1848,10,"#e31a1c","OT",258.940557524732,77.0203143541406,295
"253",598.2155,877.8845,1365.5,1365.5,10,"#e31a1c","OT",241.792639776582,57.7707642581671,295
"254",697.1835,875.6755,3329,3329,10,"#e31a1c","OT",250.495892743592,67.0792593424661,295
"255",921.0025,877.9365,2984,2984,10,"#e31a1c","OT",260.064207859918,79.2744872362401,295
"256",956.3195,876.4605,1552,1552,10,"#e31a1c","OT",261.479829199168,80.2662102599975,295
"257",630.1365,879.1385,1916,1916,10,"#e31a1c","OT",246.691500345969,63.1830244993377,295
"258",836.91,889.9605,2016,2016,10,"#e31a1c","OT",256.25640490316,74.8553499135838,295
"259",867.478,889.9745,1249,1249,10,"#e31a1c","OT",257.507969251645,76.6889120070965,295
"260",777.089,891.8445,1666.5,1666.5,10,"#e31a1c","OT",253.739577105672,71.8813634595285,295
"261",803.3405,893.7625,1467,1467,10,"#e31a1c","OT",254.679199936827,73.5843714765339,295
"262",971.67,897.0315,2248.5,2248.5,10,"#e31a1c","OT",261.118224566069,81.5560706093417,295
"263",654.4165,896.748,2581.5,2581.5,10,"#e31a1c","OT",247.195268444183,65.1835310512939,295
"264",721.685,900.0435,1851.5,1851.5,10,"#e31a1c","OT",250.713641606086,69.2963183623036,295
"265",577.3795,901.9445,1716.5,1716.5,10,"#e31a1c","OT",202.567036053318,15.2713393340219,295
"266",885.3925,909.0095,1944.5,1944.5,10,"#e31a1c","OT",257.333624732231,77.8119611209992,295
"267",752.9365,921.0315,3996.5,3996.5,10,"#e31a1c","OT",251.325321290502,71.6610840260849,295
"268",837.3005,921.0855,2778,2778,10,"#e31a1c","OT",255.01780808884,76.0135932604649,295
"269",949.0735,918.2655,2137.5,2137.5,10,"#e31a1c","OT",259.527072129463,81.2661436417084,295
"270",794.133,925.3635,3053.5,3053.5,10,"#e31a1c","OT",252.970893556358,73.9023881308918,295
"271",874.039,932.182,1688.5,1688.5,10,"#e31a1c","OT",256.139176223753,77.9306670211052,295
"272",950.846,942.516,1378,1378,10,"#e31a1c","OT",258.459532785803,82.0312238456034,295
"273",714.982,940.2055,3127.5,3127.5,10,"#e31a1c","OT",248.676127664953,70.092570508179,295
"274",976.9845,956.9295,3441,3441,10,"#e31a1c","OT",258.969731659875,83.395936236329,295
"275",817.1745,960.5705,4622,4622,10,"#e31a1c","OT",252.652232149395,76.2720227840138,295
"276",653.5405,956.3185,2340.5,2340.5,10,"#e31a1c","OT",244.564970242487,66.7738724115881,295
"277",546.3475,968.584,2146,2146,10,"#e31a1c","OT",233.065535881167,55.2733067729083,295
"278",615.692,962.657,2682.5,2682.5,10,"#e31a1c","OT",178.568216516649,-7.22976735035176,295
"279",721.0065,971.235,2209.5,2209.5,10,"#e31a1c","OT",247.676340529785,71.4177881446353,295
"280",864.8675,969.0575,3684,3684,10,"#e31a1c","OT",254.153450070516,78.8282649291253,295
